title,company,skills,description
Financial Analyst,Eastern Union,Various IT Skills,"financial analyst  healthcare division full time  valley stream ny

join one of the most dynamic commercial real estate brokerage firms in the united states eastern union is one of americas largest commercial mortgage brokerage firms closing  billion in transactions annually

we are looking for a financial analyst for our healthcare division healthcare experience a plus this person should be a team player that will collaborate with the current team shine and be a part of an amazing and vibrant organization

we offer a stable and energized work environment with competitive compensation be prepared to work as part of a fastpaced team

financial analyst responsibilities
 assist in building financial models and analytic content
 prepare financial projections based on client input and market research
 prepare and present offering memorandam
 liaise between clients and banks
 assist with transaction due diligence gathering tracking and processing
 liaise with fund managers and network with industry professionals within healthcare
 help with miscellaneous additional assignments to facilitate the effectiveness of the overall team
 financial analyst requirements
 bachelors degree in finance or accounting
 excellent excel skills and proficiency in microsoft office applications"
VP of Finance (East Meadow),Flywheel Technologies,Various IT Skills,"vp of finance about flywheel flywheel software is a highgrowth technology startup transforming data activation on snowflake  bigquery  and redshift that is changing the way businesses acquire retain and winback their customers clients include google indeed and the boston red sox we apply bestinclass architecture and technology to build a system that is both functional and beautiful about the role flywheel is looking for a vice president of finance to work directly with flywheels founders to integrate an accounting and finance perspective into our growth strategy this is a great role for someone looking to be the founding member of the finance team driving forecasts and operations and have the opportunity to institute accounting policies procedures and best practices as well as eventually grow and develop a team responsibilities will include routine maintenance of the accounting books and records but with a strong focus on creating forecasts developing financial plans to achieve strategic objectives and working hand in hand with the rest of the leadership team and the board of directors to manage explosive growth in a fiscally responsible manner in this role key areas of focus will be to define and build regular financial and operational kpis which will drive financial discipline business growth and profitability initiatives across the business while managing control systems designed to preserve company assets and report accurate and meaningful financial results responsibilities financial analysis accounting budgeting and forecasting perform regular detailed analytical reviews and make recommendations for improved financial performance prepare timely and accurate financial statements and the monthend close process enhance and implement financial and accounting systems processes tools and control systems develop a thoughtful and thorough approach to budgeting and forecasting which includes inputs from all necessary functional leaders and establish a routine cadence of comparing actual results to these budgets and forecasts and preparing detailed explanations for variances lead financial reporting efforts for monthly reviews board of director presentations operational reporting and numerous ad hoc reporting requests financial management provide consultation to internal business and finance leaders to support decisionmaking and drive operational improvements serve as the main point of contact for outside auditors during future annual audits utilize forwardlooking models and activitybased analyses to provide financial insight into the organizations plans and operating budgets represent the company to banks financial partners institutions investors and outside auditors remain current on accounting best practices and specific accounting guidance unique to flywheels industry leverage the necessary third parties to ensure flywheel remains in good standing and up to date on various reporting and compliance requirements qualifications  years of experience in public accounting  years of experience in accounting and finance in a startup or highly entrepreneurial environment highly flexible style willing to solve problems on the fly adapt to change and think like a founder experience with financial statement preparation budgeting forecasting and internal control implementation ability to partner with the executive team to drive the future direction of the company and ensure sound strategic financial decisionmaking accounting and financial management procedures financial controls and compliance financial statement preparation budgeting forecasting and internal control implementation a humble leadership style ownership mentality and philosophy and set of practices that build a better organization for success today and in the future strategic thinking to define and achieve organizational goals flexible adaptable and seeks out and is open to new ideas and approaches bestinclass analytical skills are required strong business and financial acumen required including demonstrated ability to solve complex business problems strong ability to communicate effectively and efficiently with multiple stakeholders including strong presentation skills solid organizational and management skills and a style that exhibits collaboration and teamwork compensation and benefits competitive compensation competitive salary will be offered based on candidate experience and qualifications annual bonus based on performance equity incentives based on performance and experience platinum benefits platinum health insurance with aetna paid by the company k program with generous company match additional insurance and educational stipends flexible work and growth flexible pto and wfh policies opportunity to build a team longterm quarterly hackathons to focus on team passion projects work directly with founders in a learners mindset culture
associated topics chief financial officer chief investment officer controller director operational manager organizational culture president finance recruit supply vice president"
Director - FP&A / Corporate Finance,The Execu - Search Group,Various IT Skills,"a tech services company in new york city is currently seeking an experienced finance professional to join their staff as their new director  fpa  corporate finance responsibilities the director  fpa  corporate finance will
 own fpabudgeting processes including creating ongoing process beginning with monthly updates
 build concrete path to becoming ebitda positive and profitable
 run ad hoc scenario analysis
 run scenario analysis for ma exploration over different time periods and assumptions
 run all financial analytics
 perform other duties as needed qualifications
  years of strong fpa experience
 bachelors degree
 experience with  modeling budgeting forecasting and planning
 previous experience in a leadership andor supervisory role
 solid analytical mathematical and research skills
 great interpersonal skills
 excellent communication skills written and verbal
 strong attention to detail
 highly organized
associated topics accounting audit banking expense finance finance director financial fiscal kpmg tax"
Director Financial Business Management (Freeport),Montefiore Health System,Various IT Skills,"press tab to move to skip to content link select how often in days to receive an alert this position is accountable for managing all functions involving financial and business management for both the medical and radiation oncology departments under the direction of the senior director the director of finance is responsible for all aspects of financial management for clinicalpractice operations and for establishing the vision strategic direction and quality across the cancer service line continuum of care this role collaborates with both department chairpersons the senior director central finance and montefiore leadership to reach the financial and operational goals of the organization utilizing best in practice planning financial and accountability systems to aid operations managers across oncology in driving continued growth and success the director will also be responsible for working with the chairs and physician leadership to ensure alignment between the programs financial clinical and academic missions this role oversees all aspects of capital planning and tracking including business planning vendor relationships project implementation and contract management demonstrates and promotes the values of the montefiore einstein cancer center requirements bachelors degree masters degree preferred length of work experience required  years sap outlook epic strata aria hcm computer literacy high functionality with microsoft excel spreadsheets data and word processing software experience with managing and developing budgets both practice and acute care contract management and business proposal planning department oncology bargaining unit non union campus moses employment status regular fulltime address  poplar street bronx shift day scheduled hours  am pm req id  montefiore is an equal employment opportunity employer montefiore will recruit hire train transfer promote layoff and discharge associates in all job classifications without regard to their race color religion creed national origin alienage or citizenship status age gender actual or presumed disability history of disability sexual orientation gender identity gender expression genetic predisposition or carrier status pregnancy military status marital status or partnership status or any other characteristic protected by law na mission to heal to teach to discover and to advance the health of the communities we serve vision to be a premier academic medical center that transforms health and enriches lives values define our philosophy of care they shape our actions and motivate and inspire us to pursue excellence and achieve the goals we have set forth for the future our values include
associated topics associate director chief investment officer director finance director manage operational manager organizational culture president senior director supply"
Chief Financial Officer,Utica Mutual Insurance Company,Various IT Skills,"if you seek a truly outstanding employment experience utica national is the place for you
we are always looking for conscientious customeroriented people  whether youre a seasoned insurance professional or just starting out
we offer a supportive and friendly work environment that features a variety of career paths
we offer challenging assignments advancement opportunities full benefits packages competitive salaries and a great work environment
and were big enough to offer the opportunities you need to be successful but not so big that youll get lost in the crowd
are you up for the challenge take a few minutes to look at our job openings to explore the possibilities  then find one thats right for you and apply online today
position specific responsibilities include the oversight of the following but not limited to
provides key leadership in the development and continuing evaluation of short and longterm strategic financial objectives
management and oversight of accounting and financial functions for the organization
manages and leads finance teams including supervision progress reviews and plans for improvement and team building
responsible for integrity accuracy and timeliness of all internal and external financial reporting
builds and utilizes financial models and systems for proactive analysis of results and forecasting
collaborates  educates business unit leaders on their respective pls surfacing further opportunities for increased productivity and profitability
manages external investment firms and actively pursues additional opportunities to drive further investment yield
primary responsibility in cooperation and coordination with ceo for reporting and relationships with the following outside organizations
coordinates information and maintains relationships with rating agencies including am best company
tax reporting and filings for all entities
quarterly reports and updates to the departments of insurance
primary contact and leadership for relationships with independent auditors and tax consultants
attends board meetings and holds primary responsibility for financial updates and reports
holds major role for the enterprise in key risk management areas including monitoring and reporting on capital adequacy and profitability trends for all entities to management board and external constituents
evaluates and advises on the impact of longrange planning introduction of new programsstrategies and rating and regulatory actionsdirections
ensures that effective internal controls are in place ensures compliance with all regulatory laws and rules for financial and tax reporting
total team responsibilities
participate as a member of the executive team and other team or special committee assignments
actively seeks ways to modernize the accounting function driving efficiency
works with ceo and leadership team on the strategic vision including evaluation of new business strategies and growth opportunities
qualifications  experience
bachelors degree in finance business or accounting from a fouryear college or university
advanced education preferred
ten  years of experience in increasingly responsible accounting or finance positions
ten  years of leadership experience experience in the property  casualty insurance industry strong knowledge of statutory accounting principles  irs rules and regulations excellent organizational skills
ability to prioritize work and meet deadlines
current on new technology relevant to the accounting  finance function in the insurance industry exceptional handson quantitative skills along with strong oral and written communication skills
strong attention to detail
ability to build rapport provide motivation resolve conflicts build teamwork and coach colleagues to attain company department and team objectives
ability to work independently and to carry out assignments to completion with minimum supervision
some travel may be required
innovationinitiativecreativity
approaches problems with intellectual curiosity and an open mind is able to optimize risk and champion solutions with best return to our stakeholders
customer orientation
demonstrates customer focus by seeking out understanding and responding to the needs of both internal and external customers
communication
presents ideas and facts clearly and effectively tailoring communication to the level and experience of the audience keeps people accurately informed and up to date with both positive and potentially negative information
accountabilityreliability
followthrough on commitments is timely accurate and complete
technical competence  appropriately applies technicalprocedural knowledge to correctly address a situation
collaborationteamwork  works with others to solve problems by respecting other views and ideas and appropriately giving and receiving feedback
drive for results  handles multiple projectsinitiatives at the same time delivers by deadline dates and adjusts work and resources accordingly to meet changing priorities
benefits
we believe strongly that talented people are core to our success and are attracted to companies that provide competitive pay comprehensive benefits packages career advancement and challenging work opportunities
we offer a comprehensive benefits plan for full time employees that include the following
 plan medical coverage flexible spending accounts paid timeoff pto paid holidays payforperformance employee and dependent life insurance disability insurance discounts on automobile and homeowners insurance employee assistance program eap employees club additional information
we offer both full and part time employment with the goal of providing work life balance to our talented workforce
this is an exempt position
by applying for this position you acknowledge that as an exempt employee you should expect to find it necessary to work beyond your regular work schedule in order to fulfill the demands of the position
as such in accepting our offer you acknowledge and agree to fulfill this expectation
as part of our hiring process candidates must also pass a comprehensive background check and drug screen additional screening for credit or mvr may be required for some positions
utica national is an equal opportunity employer
apply now and find out what its like to be a part of an amazing team thrive in an exciting environment and work for a company you can be proud of
once you complete your application you can monitor your status in the hiring process by logging into your profile
a representative from our talent management group will be in touch if you are moving forward
candidates must meet company requirements on our online assessment test"
"Associate Director, Global Capital Markets Documentation, GBM...",Scotiabank,Various IT Skills,"press tab to move to skip to content link please be advised that our careers site will be unavailable from november  at  et to november   et for scheduled system maintenance title associate director global capital markets documentation gbm requisition id  join a purpose driven winning team committed to results in an inclusive and highperforming culture position associate director global capital markets documentation gbm new york office purpose contributes to the overall success of the global capital markets documentation gcmd group by ensuring specific individual goals plans and initiatives are executed  delivered in support of the teams business strategies and objectives ensures all activities conducted are in compliance with governing regulations internal policies and procedures accountabilities  champions a customer focused culture to deepen client relationships and leverage broader bank relationships systems and knowledge this includes having a sense of urgency professionalism and active listening skills in all client dealings including the negotiation of trade documentation  negotiates documentation for the prime services business including document suites related to both synthetic and cash prime brokerage client relationships such documentation includes prime brokerage agreements lock up agreements master confirmation agreements isdas and csas repo and securities lending agreements  manages a complex international portfolio of negotiations in relation to the bank and its affiliates capital markets documentation including legal drafting and providing detailed analysis and advice to internal stakeholders on any nonstandard client requests or contentious issues exercises discretionary authority to address or escalate decisions with respect to such documentation and escalates matters to banking front office legal credit operations tax or other areas as appropriate communicates contentiouskey issues to the director in a timely manner  understands how the banks risk appetite and risk culture should be considered in daytoday activities and decisions this includes ensuring the terms in trading documentation are executed within the banks risk tolerance including but not limited to credit legal regulatory and operational risk  actively pursues effective and efficient operations of hisher respective areas while ensuring the adequacy adherence to and effectiveness of daytoday business controls to meet obligations with respect to operational risk regulatory compliance risk amlatf risk and conduct risk including but not limited to responsibilities under the operational risk management framework regulatory compliance risk management framework amlatf global handbook and the guidelines for business conduct  champions a high performance environment and contributes to an inclusive work environment education  experience  minimum  years industry experience and relevant legal background in derivatives and trading documentation including prime services documentation and a strong understanding of the provisions in such documentation basic understanding of prime services products  law degree from a reputable law school and membership in a bar association  excellent communication legal drafting and organizational skills  strong business acumen sound judgment and critical thinking skills must be actionoriented and selfmotivated with strong relationship management skills  ability to work collaboratively with team members and internal stakeholders in particular legal tax banking front office credit and operations to ensure gcmd objectives are met locations united states  new york  new york city scotiabank is a leading bank in the americas guided by our purpose for every future we help our customers their families and their communities achieve success through a broad range of advice products and services including personal and commercial banking wealth management and private banking corporate and investment banking and capital markets at scotiabank we value the unique skills and experiences each individual brings to the bank and are committed to creating and maintaining an inclusive and accessible environment for everyone if you require accommodation including but not limited to an accessible interview site alternate format documents asl interpreter or assistive technology during the recruitment and selection process please let our recruitment team know if you require technical assistance please click here  candidates must apply directly online to be considered for this role we thank all applicants for their interest in a career at scotiabank however only those candidates who are selected for an interview will be contacted nearest major market new york city job segment manager bank banking developer law management finance technology legal
associated topics chief financial officer director finance finance director financial director manage organizational culture president senior director staff vice president"
Furniture Product Sales Liasion,Bennett Gaynor ,Various IT Skills,"bennett gaynor is a staffing company who has a position available for a furniture product sales liaison is this more of what youre looking for

our client would like to expand their furniture line to sell more products and accessories many of the furnishings in their lines can range from  and up the company wants to offer consumers items such as specially designed hooks and hinges other furniture accessories they want to offer beautiful furniture as well as uniquely designed and crafted home accessories for peoples homes such drapery rods end tables lamps etc this person would implement ways to gain exposure and increase sales for their furniturehome goods area this role works with the store managers and puts together incentives ideas to increase traffic and interest and support the sales team as well the store in ny showroom for example has rooms filled with furniture and home accessories to give a potential client a visual experience of what a room in their home could look like besides displaying unique very limited pieces of furniture someone who has design and a lot of retail furniture designsales exp for a manufacturer or someone who has interior design exp who has strong coordination experience and has a thorough understanding of furniture this role would work closely with the wood shop and another department which deals with all the retail stores that are ordering product

"
Data Analyst/Manager,Central Office,Various IT Skills,"the data analystmanager provides oversight to the systems team and works with the larger management team to execute strategic plans to further develop the health homes program and create efficient and actionable data systems the data analystmanager is primarily responsible for billing compliance internal reporting to support quality assurance and data management measures and maintenance of collaborative relationships with hit teams at partner agencies
 oversee all aspects of hhccs internal and external data management systems and statistical reporting for department collaborate with senior management to develop and implement new systems when needed
 develop and oversee statistical reporting metrics and methods to measure program impact through client outcomes leverage external data sources such as nys office of mental health psyckes database and lead health home electronic health records for improved outcomes reporting for referral partners and funders metrics could include hospitalization rate preenrollment and postenrollment day readmission rate preenrollment and postenrollment and other metrics as identified by the management team
 monitor billing claims submission and remittance data to ensure all billable activity is submitted and reimbursed manage the creation and implementation of qa systems to ensure billing accuracy
 supervise data systems team recruit and hire new staff as needed provide onboarding training and coaching as needed ensure staff are performing duties as required use disciplinary action as needed to hold staff accountable
 collaborate with senior management and nadap database team to identify areas where technology can increase efficiency for clinical and support staff conceive develop and implement solutions ensure that hhdb and hh ehrs data systems are integrated into daily operations
 provide datadriven analysis on a wide range of subjects proactively and as requested on individual line staff supervisor or team performance departmental trends hhccs relationships with lead health homes hh
 responsible for quality assurance of documentation in data systems oversee analysis of reports from hhs and provision of internal reports to track and monitor the accuracy of data entered into internal database and hh ehrs oversee provision of hit training for program staff
 manage relationship with hit teams at lead health home hh partners to support clinical and operational staffs usage of hh emrs
 performs other duties as assigned
 bachelors degree
  years experience
 requires advanced knowledge of specialized or technical field or a thorough knowledge of the practices and techniques of a professional field may require knowledge of policies and procedures and the ability to determine a course of action based on these guidelines
 the knowledge required to perform this job once learned has frequent changes but the changes are relatively minor"
"Manager, Data Analytics",Montblanc,Various IT Skills," founded in  as a manufacturer of writing instruments montblanc today creates exclusive products including watches jewelry writing instruments and leather goods which reflect our high demands with respect to culture quality design tradition and craftsmanship
 with more than  subsidiaries and  boutiques montblanc is present all over the world
 at montblanc north america we are proud to employ talent from many different backgrounds experiences and identities
 we believe that when diversity and inclusion are fully embraced and empowered creativity and knowledge emerge to deliver excellence
 we continue to work towards creating a workforce that represents the diversity of our clients and our communities
 manager data analytics  new york position overview the manager of data analytics is responsible for supporting montblanc north america in its digital transformation journey to become a crossfunctional and industry leader by establishing predictive insights from data use
 this role will implement and maintain a trusted scalable and efficient data analytics platform to drive data democratization through reporting and visualization
 the data analytics manager will work with all sales channels and key internal stakeholders to define develop and centralize data into an omni reporting platform while enhancing the user experience"
Data Analyst Manager,Michael Page International,Various IT Skills,"
_data analyst manager will be defining and managing data models and data dictionaries to support data and analytics platforms_
_email resume and a summary of your relevant experience to madisonhaberl  michaelpageuscom
_mpi does not discriminate on the basis of race color religion sex sexual orientation gender identity or expression national origin age disability veteran status marital status or based on an individuals status in any group or class protected by applicable federal state or local law mpi encourages applications from minorities women the disabled protected veterans and all other qualified applicants_
_data analyst manager must_
  yoes in data management analytics and transformation_
 sqlpython_
 financial services background_
_email resume and a summary of your relevant experience to madisonhaberl  michaelpageuscom_
_a leading fintech company_
_email resume and a summary of your relevant experience to madisonhaberl  michaelpageuscom_
compensation is competitive and based upon experience
_email resume and a summary of your relevant experience to madisonhaberl  michaelpageuscom_
associated topics chief program officer cpo manage manager management monitor product manager project manager relationship manager task"
Senior Data Analyst,StrongArm Technologies,Various IT Skills,"senior data analyst  data analytics team

brooklyn new york

company overview

since  our founding mission at strongarm technologies has been unwavering keep the worlds industrial athletes proud protected and productive

we recognize that the beating heart of our economy is made up of millions of hardworking and dedicated individuals who put their bodies on the line to perform critical job functions that positively impacts lives beyond their own but that responsibility doesnt come without its consequences far too often preventable workplace injuries lead to lost shifts missed paychecks and threatened livelihoods that to us is unacceptable

industrial athletes deserve an advocate and a platform dedicated to ensuring they get home safely after every shift more than  workplace injuries across numerous job types industries and operating environments occur around the world each hour and our passionate team is fixated on solving this unnecessary problem through the use of technology

from our home base in brooklyn new york strongarm technologies develops innovative solutions and analyzes millions of hours of data setting the foundation to help us achieve our mission of eliminating preventable workplace injury from a couple of guys in a tech incubator to a company of more than  employees our knowledge base and worldclass pool of talent continues to develop as we grow the organization with a focus on endtoend product development data analytics security client success operations and more
in order to most effectively prevent injuries in a given operational environment we work closely with each client across many dedicated and leadingedge teams including client services data and engineering it security and others each safety program is tailored to the needs of the workers on the ground and the managers who oversee them the result is an actionable and scalable safety solution that seamlessly becomes part of a facilitys daily routine and is proven to prevent workplace injuries by as much as 

position overview

as a senior data analyst at strongarm you will play a vital role in creating and delivering insights to our clients you will be leading the insights for a book of clients and will be critical in helping communicate product value and unique insights to our customers as a member of the data team you will have access to a massive dataset of iot sensor data focused on improved workplace safety you will be a key player in developing new features and analysis to improve the lives of workers

in this role you will be highly collaborative  with our client team engineering team data team and our clients interpersonal skills and the ability to learn and act quickly are crucial to succeeding in this role you will be a key player in transforming rd concepts into formal deliverables for our clients you will present data analysis frequently to external and internal clients and will need to build analytics systems that further our capacity to deliver insights

the ideal candidate for this position has a strong background in analytics and significant experience delivering technical presentations to varied audiences this individual will enjoy splitting their time between the technical development work and interfacing with clients directly we are looking for a selfstarter with a solid foundation of statistical principles combined with a desire to be the goto person for data analysis in a fastgrowing startup making a tangible difference on working peoples lives

essential functions
 explore our vast data sets to identify interesting trends and unique insights to share with our customers that will drive business value and aha moments
 create and present technical reports and data analytics to clients and external partners leverage strongarms unique data to provide insights and actionable recommendations to our clients
 collaborate with clients and the client team and the client on a daily basis use data to meet their needs and create compelling stories and relationships through data
 lead key data projects to continuously advance the value of our business offerings
 collaborate with data scientists engineers product and business teams to ensure our data products meet business needs and that they continually improve
 execute both short term ad hoc requests for visualizations dashboards and model changes as well as longer term analyses and projects
 facilitate successful data rollouts of the platform in a range of safety contexts including data visualization ergonomics behavioral science and sensing technologies
 utilize sql and cloudbased database systems used for data analysis
 ensure solid analysis principles and data practices are used throughout all levels of the organization
 ensure high quality data integrity for all underlying data sets and reports
 utilize data monitoring tools to evaluate programs and internal data structures

key requirements  qualifications
  years of relevant work experience in data analysis business analysis engineering consulting statistics mathematics or other similar analytical roles
 significant expertise conducting data analysis that involves databases and data visualization platforms sql python excel github google sheets are a must
 experience with databricksjupyternotebook environments r or other scripting languages
 significant experience within bi tools such as looker tableau powerbi or google data studio
 a passion for using data to craft insights tell stories and use visualizations to help solve realworld problems
 experience giving presentations to many audiences and seniority levels ability to translate complex findings and technical concepts in a clear easy to understand way to both technical and nontechnical audiences
 experience leading and participating in complex projects which impact multiple teams
 significant experience in all steps of the data transformation process including but not limited to connecting data sources wrangling and cleaning data identifying gaps and developing insights
 experience with statistical analysis experimentation design scientific methods
 detailoriented and meticulously organized comfortable aggregating auditing and manipulating large data sets efficiently and accurately
 experience working in a fastpaced crossfunctional environment prioritizing assignments and handling multiple tasks simultaneously and independently
 desire to grow learn solve problems and expand responsibilities within the data team in a fastpaced startup environment

strongarm technologies is an equal opportunity employer"
Analytics Manager,Facebook App,Various IT Skills,"the data reporting  analytics team is composed of data analysts automation developers and data program managers who focus on improving the health of our products and helping people understand how to use them through both direct support interactions as well as scalable solutions key responsibilities for this team include topline kpi reporting surfacing actionable insights from our data scoping the quantitative impact of potential opportunities and identifying opportunities to improve enforcement on our platformwere looking for a seasoned manager with experience leading impactful initiatives and a track record of strong partnership with cross functional leadership this manager should bring excellent strategic thinking a passion for people management and demonstrated ability to build and develop leaders on their team and scale teams to the opportunities ahead a successful candidate will be able to use these skills along with impeccable judgment to juggle multiple priorities and make impact in this critical area of our business

analytics manager responsibilities
 manage and coach a team of data analysts to have big results through career skill and personal development especially technical mentorship
 drive data discovery and leverage findings to improve our partners experience and increase our impact
 become a trusted partner for product and engineering teams and understand how your team can help contribute to driving our overall quality and measurement mission lead the team to identify trends and influence change
 apply structured thinking to advance the strategy and execution of the org across our base of partners

minimum qualifications
 ba or bs degree
 demonstrated experience thinking strategically about issues leading to recommendations and action plans
  years of people management experience
  years of experience supporting product business or operations teams in an analytical capacity
 demonstrated experience influencing global crossfunctional teams
 knowledge in conducting quantitative analysis including sql or python r c

preferred qualifications
 degree in computer science math physics engineering statistics or other technical fields or equivalent professional experience
 knowledge in statistics eg hypothesis testing regressions or computer science
 experience teaching and guiding others in quantitative concepts
 experience communicating complex topics to technical and nontechnical audience

facebook is proud to be an equal opportunity and affirmative action employer we do not discriminate based upon race religion color national origin sex including pregnancy childbirth or related medical conditions sexual orientation gender gender identity gender expression transgender status sexual stereotypes age status as a protected veteran status as an individual with a disability or other applicable legally protected characteristics we also consider qualified applicants with criminal histories consistent with applicable federal state and local lawfacebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process if you need any assistance or accommodations due to a disability please let us know at accommodationsextfbcom"
Marketing Analytics Manager,Publicis Sapient,Various IT Skills,"job description

this is an incredible opportunity to join a new team and practice within the larger corporate marketing team in an entrepreneurial startup environment with the resources of a year established brand in digital business transformation

our data  insights team brings data insights data science marketing technology operations lead management and prospect management into one to support our global marketing team we are a diverse global team which leads the dissemination of insights data and performance reporting to the rest of the organization

this role requires someone who is eager to search for uncover and present insights to our marketing team and executives that will shape the direction of the business and our revenue growth to enable this this individual brings together with ease technology analytics and clear communication of insights this individual brings together data across channels teams and tools to weave together a meaningful story of what resonates with our clients and why we should do more of what works

this individual will take on a large amount of responsibility early on and work independently to bring insights and thought leadership to the forefront in the form of
 preparing weekly monthly and quarterly impact reports which provide campaignlevel views and insights across channels into what is working and why this will include analysis of web activity lead and prospect activity content engagement movement of leads and opportunities with respect to timing and value as well as engagement on our subdomains such as our careers pages and content
 developing building and refining models on pipeline projections and forecasts by region vertical and channel based on marketing campaign activity
 modeling out appropriate channellevel attribution and working with our marketing operations teams and marketing leads to ensure proper attribution across channels and programs
 issuing timely recommendations and insights to leads and executives on insights found within our data in the models and in any key industry trends or tech developments to ensure we stay on top of emerging trends

your impact
 leading the analysis of data across digital channels including web social email events abm campaigns stitching this data together to tell a comprehensive story filled with insights
 partner with industry marketing leads to understand their goals objectives and campaigns to develop meaningful insights and recommendations to improve outcomes
 develop executiveready presentations that clearly communicate the insights impact of marketing efforts and recommendations
 consistently work with the data and insights team along with the rest of marketing to improve existing data processes analysis and any other enhancements such as automation to increase timeliness
 create models for attribution forecasting of revenue and leads movement of leads and pipeline and opportunities and other key analytics requests including adhoc projects
 stay abreast of trends in the marketing analytics space and share findings with the team"
Data Management Analyst for Netsmart,"Rising Ground, Inc",Various IT Skills,"overview

the data analyst  emr is responsible for the ongoing assessment design development and implementation of rising grounds data capture and reporting processes in netsmart this position under varying levels of direction will also manage any issues that arise this position will provide end user guidance application build and test troubleshoot system issues track system traffic and activity and perform other related duties

responsibilities

responsibilities
 uses ticketing software to manage issues related to emr
 reviews problems analyzes issues and develops potential solutions
 acts as a liaison to staff leadership and netsmart to ensure that issues brought up during training implementation and post golive are researched and resolved in a timely fashion
 documents all problems solutions and outcomes for future reference
 data management
 plan organize facilitate and lead meetings and workgroups
 prepares user defined custom reports
 create business functional and technical requirements documents based on captured data and in accordance with departmental protocolstandards
 data capture and reporting that support the billing process
 convert information gathered into details including data sources data and user types
 applies technical expertise in filescreen building report writing and maintaining master files profiles and forms
 system management
 serves as a liaison with user departments in design implementation and modification of applications
 configure and test myevolv features to drive adoption of existing functionality monitor system updates to ensure quality assurance standards have been met
 participates in troubleshooting application problems
 work directly with end users to evaluate user requestsneeds and implement necessaryappropriate changes
 coordinate end users training with the training department

qualifications

qualifications
  or more years of experience with emrehr applications experience with myevolv preferred
 bachelors degree in computer science information technology informatics or business masters degree preferred
 ability to work under stress with timecritical deadlines and high expectations
 knowledge with microsoft remote desktop services terminal services is preferred
 knowledge with remote vpn and firewall technology cisco sonicwall fortinet etc security and backup  dr management datto quest rapid recovery veeam veritas backupexec networking and iscsi  san technology is preferred
 if hired staff is required to
 attendcomplete assigned information security training by the designated completion date
 read and adhere to published isms policies and procedures
 report timely any observed violations of isms policy  or known encroachments on information security  to your department leader andor the information technology department"
